driver,pBrand,pCategory,pDescr,pImgSrc,pModel,pRating,pTitle,pURL,pid,price,rDate,rRating,rText,rTitle,rURL,rUser,rid,sentiConfi,sentiment,siteCode,trigger
 ,Lasko,HEATER,"Size:8.5″ L x 7.25″ W x 23″ H
Enjoy effective heating in any room of the home with Lasko's #751320 ceramic tower heater. Its elongated ceramic heating element, penetrating air velocity, and widespread oscillation combine to provide warmth throughout the room. The unit's small footprint ensures effective, consistent heating without getting in the way, while its convenient carrying handle makes it simple to transport from room to room yet it offers 1500 wats of heating power.",https://images-na.ssl-images-amazon.com/images/I/514gevrgNOL._SY355_.jpg,B000TTSXNI,4.2,Lasko 751320 Ceramic Tower Heater with Remote Control,https://www.amazon.com/Lasko-751320-Ceramic-Heater-Control/dp/B000TTSXNI/ref=sr_1_2?ie=UTF8&qid=1496322018&sr=8-2&keywords=HEATER,HEATER_Lasko_B000TTSXNI,#N/A,2017-05-30 00:00:00,5.0,Bought it for one of my restaurant workers and he loved it!,... it for one of my restaurant workers and he loved it!,https://www.amazon.com/Lasko-751320-Ceramic-Heater-Control/product-reviews/B000TTSXNI/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,Amazon Customer,HEATER_Lasko_B000TTSXNI_Amazon Customer_12_59, , ,AM, 
 ,Lasko,HEATER,"Size:8.5″ L x 7.25″ W x 23″ H
Enjoy effective heating in any room of the home with Lasko's #751320 ceramic tower heater. Its elongated ceramic heating element, penetrating air velocity, and widespread oscillation combine to provide warmth throughout the room. The unit's small footprint ensures effective, consistent heating without getting in the way, while its convenient carrying handle makes it simple to transport from room to room yet it offers 1500 wats of heating power.",https://images-na.ssl-images-amazon.com/images/I/514gevrgNOL._SY355_.jpg,B000TTSXNI,4.2,Lasko 751320 Ceramic Tower Heater with Remote Control,https://www.amazon.com/Lasko-751320-Ceramic-Heater-Control/dp/B000TTSXNI/ref=sr_1_2?ie=UTF8&qid=1496322018&sr=8-2&keywords=HEATER,HEATER_Lasko_B000TTSXNI,#N/A,2017-05-30 00:00:00,1.0,"Heater lasted four months then died. If fairness- I called Lasko Customer Service and they will be replacing the unit- no questions asked.

Good Customer Service by them.",Bad Quality- good customer service,https://www.amazon.com/Lasko-751320-Ceramic-Heater-Control/product-reviews/B000TTSXNI/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,Sockster,HEATER_Lasko_B000TTSXNI_Sockster_27_170, , ,AM, 
 ,Lasko,HEATER,"Size:8.5″ L x 7.25″ W x 23″ H
Enjoy effective heating in any room of the home with Lasko's #751320 ceramic tower heater. Its elongated ceramic heating element, penetrating air velocity, and widespread oscillation combine to provide warmth throughout the room. The unit's small footprint ensures effective, consistent heating without getting in the way, while its convenient carrying handle makes it simple to transport from room to room yet it offers 1500 wats of heating power.",https://images-na.ssl-images-amazon.com/images/I/514gevrgNOL._SY355_.jpg,B000TTSXNI,4.2,Lasko 751320 Ceramic Tower Heater with Remote Control,https://www.amazon.com/Lasko-751320-Ceramic-Heater-Control/dp/B000TTSXNI/ref=sr_1_2?ie=UTF8&qid=1496322018&sr=8-2&keywords=HEATER,HEATER_Lasko_B000TTSXNI,#N/A,2017-05-29 00:00:00,5.0,Ive owned this unit now for 5 years. Ive put it through total heck. And its still going. We use it everywhere. Our popup camper is the biggest work for it. 10 degrees out. And this thing ran 4 days straight and didn't melt. Didn't get a hot cord. And still works after every time we do this to it. The front of it does have some white on the black area as other pictures show. But the heat is going to do something to a unit. Its not a concern at all. Not like its melting or something. And now I'm looking for a smaller unit that may only use 1100 watts. But I trust none. Probably will just end up buying another one of these units. Also It has a 16 gauge wire factory on it. Yet for 1500 watts I would recommend it should have been 14 gauge at least. How can they say don't put it on a extensor cord or a power adapter. yet they put it on a 16 gauge wire. My unit is the first gen. I notice the remote is only difference to mine. And mine does not have fall over protection. It will just keep running. Lucky I have no kids. But stuff can still happen. Also It has a high and low. But to have auto temp it has to be on high. when setting is on low it is always on and never shuts off.,5 year review,https://www.amazon.com/Lasko-751320-Ceramic-Heater-Control/product-reviews/B000TTSXNI/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,dkce,HEATER_Lasko_B000TTSXNI_dkce_246_1186, , ,AM, 
 ,Lasko,HEATER,"Size:8.5″ L x 7.25″ W x 23″ H
Enjoy effective heating in any room of the home with Lasko's #751320 ceramic tower heater. Its elongated ceramic heating element, penetrating air velocity, and widespread oscillation combine to provide warmth throughout the room. The unit's small footprint ensures effective, consistent heating without getting in the way, while its convenient carrying handle makes it simple to transport from room to room yet it offers 1500 wats of heating power.",https://images-na.ssl-images-amazon.com/images/I/514gevrgNOL._SY355_.jpg,B000TTSXNI,4.2,Lasko 751320 Ceramic Tower Heater with Remote Control,https://www.amazon.com/Lasko-751320-Ceramic-Heater-Control/dp/B000TTSXNI/ref=sr_1_2?ie=UTF8&qid=1496322018&sr=8-2&keywords=HEATER,HEATER_Lasko_B000TTSXNI,#N/A,2017-05-29 00:00:00,4.0,"Works well. I had originally bought this heater 6 months ago as a emergency in my old, old, apartment and my heat wasn't coming out of the radiators and therefore no heat in my apartment. As an attempt to not freeze to death I had purchased this heater. It has all these different temperature settings to choose from and you can set it to oscillate left to right, which kept everyone nice and toasty. Me and my family we had camped out in the living room for a day or so until the radiators were fixed by maintenance.","6 months later, and it still works great for those chilly mornings.",https://www.amazon.com/Lasko-751320-Ceramic-Heater-Control/product-reviews/B000TTSXNI/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,Sally Jones,HEATER_Lasko_B000TTSXNI_Sally Jones_98_517, , ,AM, 
 ,Lasko,HEATER,"Size:8.5″ L x 7.25″ W x 23″ H
Enjoy effective heating in any room of the home with Lasko's #751320 ceramic tower heater. Its elongated ceramic heating element, penetrating air velocity, and widespread oscillation combine to provide warmth throughout the room. The unit's small footprint ensures effective, consistent heating without getting in the way, while its convenient carrying handle makes it simple to transport from room to room yet it offers 1500 wats of heating power.",https://images-na.ssl-images-amazon.com/images/I/514gevrgNOL._SY355_.jpg,B000TTSXNI,4.2,Lasko 751320 Ceramic Tower Heater with Remote Control,https://www.amazon.com/Lasko-751320-Ceramic-Heater-Control/dp/B000TTSXNI/ref=sr_1_2?ie=UTF8&qid=1496322018&sr=8-2&keywords=HEATER,HEATER_Lasko_B000TTSXNI,#N/A,2017-05-29 00:00:00,5.0,Had this for six months now and still love it. Works great. Has shut off for when it gets to temperature. The remote is not really useful for my use in the restroom but still is nice to have.,Had this for six months now and still love it. Works great,https://www.amazon.com/Lasko-751320-Ceramic-Heater-Control/product-reviews/B000TTSXNI/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,Cheryl,HEATER_Lasko_B000TTSXNI_Cheryl_39_191, , ,AM, 
 ,Lasko,HEATER,"Size:8.5″ L x 7.25″ W x 23″ H
Enjoy effective heating in any room of the home with Lasko's #751320 ceramic tower heater. Its elongated ceramic heating element, penetrating air velocity, and widespread oscillation combine to provide warmth throughout the room. The unit's small footprint ensures effective, consistent heating without getting in the way, while its convenient carrying handle makes it simple to transport from room to room yet it offers 1500 wats of heating power.",https://images-na.ssl-images-amazon.com/images/I/514gevrgNOL._SY355_.jpg,B000TTSXNI,4.2,Lasko 751320 Ceramic Tower Heater with Remote Control,https://www.amazon.com/Lasko-751320-Ceramic-Heater-Control/dp/B000TTSXNI/ref=sr_1_2?ie=UTF8&qid=1496322018&sr=8-2&keywords=HEATER,HEATER_Lasko_B000TTSXNI,#N/A,2017-05-29 00:00:00,4.0,My wife loves it. The heater has the capacity to heat up a15 *20 living room.,Four Stars,https://www.amazon.com/Lasko-751320-Ceramic-Heater-Control/product-reviews/B000TTSXNI/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,raymond lopez,HEATER_Lasko_B000TTSXNI_raymond lopez_16_77, , ,AM, 
 ,Lasko,HEATER,"Size:8.5″ L x 7.25″ W x 23″ H
Enjoy effective heating in any room of the home with Lasko's #751320 ceramic tower heater. Its elongated ceramic heating element, penetrating air velocity, and widespread oscillation combine to provide warmth throughout the room. The unit's small footprint ensures effective, consistent heating without getting in the way, while its convenient carrying handle makes it simple to transport from room to room yet it offers 1500 wats of heating power.",https://images-na.ssl-images-amazon.com/images/I/514gevrgNOL._SY355_.jpg,B000TTSXNI,4.2,Lasko 751320 Ceramic Tower Heater with Remote Control,https://www.amazon.com/Lasko-751320-Ceramic-Heater-Control/dp/B000TTSXNI/ref=sr_1_2?ie=UTF8&qid=1496322018&sr=8-2&keywords=HEATER,HEATER_Lasko_B000TTSXNI,#N/A,2017-05-29 00:00:00,5.0,I bought 2 of these and they do the job of heating a bedroom.,Five Stars,https://www.amazon.com/Lasko-751320-Ceramic-Heater-Control/product-reviews/B000TTSXNI/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,mwilson1967,HEATER_Lasko_B000TTSXNI_mwilson1967_14_61, , ,AM, 
 ,Lasko,HEATER,"Size:8.5″ L x 7.25″ W x 23″ H
Enjoy effective heating in any room of the home with Lasko's #751320 ceramic tower heater. Its elongated ceramic heating element, penetrating air velocity, and widespread oscillation combine to provide warmth throughout the room. The unit's small footprint ensures effective, consistent heating without getting in the way, while its convenient carrying handle makes it simple to transport from room to room yet it offers 1500 wats of heating power.",https://images-na.ssl-images-amazon.com/images/I/514gevrgNOL._SY355_.jpg,B000TTSXNI,4.2,Lasko 751320 Ceramic Tower Heater with Remote Control,https://www.amazon.com/Lasko-751320-Ceramic-Heater-Control/dp/B000TTSXNI/ref=sr_1_2?ie=UTF8&qid=1496322018&sr=8-2&keywords=HEATER,HEATER_Lasko_B000TTSXNI,#N/A,2017-05-27 00:00:00,4.0,Great heater. Only disappointment is that oscillation does not work is heater temp is set.,Four Stars,https://www.amazon.com/Lasko-751320-Ceramic-Heater-Control/product-reviews/B000TTSXNI/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,Cindy Lee,HEATER_Lasko_B000TTSXNI_Cindy Lee_15_90, , ,AM, 
 ,Lasko,HEATER,"Size:8.5″ L x 7.25″ W x 23″ H
Enjoy effective heating in any room of the home with Lasko's #751320 ceramic tower heater. Its elongated ceramic heating element, penetrating air velocity, and widespread oscillation combine to provide warmth throughout the room. The unit's small footprint ensures effective, consistent heating without getting in the way, while its convenient carrying handle makes it simple to transport from room to room yet it offers 1500 wats of heating power.",https://images-na.ssl-images-amazon.com/images/I/514gevrgNOL._SY355_.jpg,B000TTSXNI,4.2,Lasko 751320 Ceramic Tower Heater with Remote Control,https://www.amazon.com/Lasko-751320-Ceramic-Heater-Control/dp/B000TTSXNI/ref=sr_1_2?ie=UTF8&qid=1496322018&sr=8-2&keywords=HEATER,HEATER_Lasko_B000TTSXNI,#N/A,2017-05-26 00:00:00,5.0,"I have Owned about 6-8 of these over the Last 10 yrs.
They work Great!!!",Bring the Heat,https://www.amazon.com/Lasko-751320-Ceramic-Heater-Control/product-reviews/B000TTSXNI/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,Brendan Bentley,HEATER_Lasko_B000TTSXNI_Brendan Bentley_14_72, , ,AM, 
 ,Lasko,HEATER,"Size:8.5″ L x 7.25″ W x 23″ H
Enjoy effective heating in any room of the home with Lasko's #751320 ceramic tower heater. Its elongated ceramic heating element, penetrating air velocity, and widespread oscillation combine to provide warmth throughout the room. The unit's small footprint ensures effective, consistent heating without getting in the way, while its convenient carrying handle makes it simple to transport from room to room yet it offers 1500 wats of heating power.",https://images-na.ssl-images-amazon.com/images/I/514gevrgNOL._SY355_.jpg,B000TTSXNI,4.2,Lasko 751320 Ceramic Tower Heater with Remote Control,https://www.amazon.com/Lasko-751320-Ceramic-Heater-Control/dp/B000TTSXNI/ref=sr_1_2?ie=UTF8&qid=1496322018&sr=8-2&keywords=HEATER,HEATER_Lasko_B000TTSXNI,#N/A,2017-05-26 00:00:00,5.0,"Great heater, don't leave it on constantly, smell went away after about an hour of use",Five Stars,https://www.amazon.com/Lasko-751320-Ceramic-Heater-Control/product-reviews/B000TTSXNI/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,A,HEATER_Lasko_B000TTSXNI_A_16_86, , ,AM, 
 ,Kaz,HEATER,"Color:Black
Heat Bud Ceramic Heater with Low Wattage, 250w, 2 Heat Settings, Cool Touch Housing for Personal Heating in small spaces.",https://images-na.ssl-images-amazon.com/images/I/71IEhfAC27L._SY450_.jpg,B00I4UVGHO,3.6,"Honeywell HCE100 Heat Bud Ceramic Portable-Mini Heater, Black",https://www.amazon.com/Honeywell-HCE100-Ceramic-Portable-Mini-Heater/dp/B00I4UVGHO/ref=sr_1_3?ie=UTF8&qid=1496322018&sr=8-3&keywords=HEATER,HEATER_Kaz_B00I4UVGHO,$20.99,2017-05-31 00:00:00,5.0,I love having this under my desk at work. They keep it very cold which is nice until my feet get cold. This is very powerful machine and keeps me warm. I also love that it is not loud as I work in an open office space and can't have a machine making a lot of noise. I hear my coworkers all the time and love that they can't hear mine.,I love having this under my desk at work,https://www.amazon.com/Honeywell-HCE100-Ceramic-Portable-Mini-Heater/product-reviews/B00I4UVGHO/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,cystal blue,HEATER_Kaz_B00I4UVGHO_cystal blue_71_334, , ,AM, 
 ,Kaz,HEATER,"Color:Black
Heat Bud Ceramic Heater with Low Wattage, 250w, 2 Heat Settings, Cool Touch Housing for Personal Heating in small spaces.",https://images-na.ssl-images-amazon.com/images/I/71IEhfAC27L._SY450_.jpg,B00I4UVGHO,3.6,"Honeywell HCE100 Heat Bud Ceramic Portable-Mini Heater, Black",https://www.amazon.com/Honeywell-HCE100-Ceramic-Portable-Mini-Heater/dp/B00I4UVGHO/ref=sr_1_3?ie=UTF8&qid=1496322018&sr=8-3&keywords=HEATER,HEATER_Kaz_B00I4UVGHO,$20.99,2017-05-30 00:00:00,5.0,"Handy to have for RV life, when you just want a little something to take the chill off your feet. We have also used them in the 'basement' during cold weather to keep the pipes from freezing. Not enough wattage to worry about a fire, AND keeps the air moving.","Great for RV, or desk. QUIET!",https://www.amazon.com/Honeywell-HCE100-Ceramic-Portable-Mini-Heater/product-reviews/B00I4UVGHO/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,Benny,HEATER_Kaz_B00I4UVGHO_Benny_50_259, , ,AM, 
 ,Kaz,HEATER,"Color:Black
Heat Bud Ceramic Heater with Low Wattage, 250w, 2 Heat Settings, Cool Touch Housing for Personal Heating in small spaces.",https://images-na.ssl-images-amazon.com/images/I/71IEhfAC27L._SY450_.jpg,B00I4UVGHO,3.6,"Honeywell HCE100 Heat Bud Ceramic Portable-Mini Heater, Black",https://www.amazon.com/Honeywell-HCE100-Ceramic-Portable-Mini-Heater/dp/B00I4UVGHO/ref=sr_1_3?ie=UTF8&qid=1496322018&sr=8-3&keywords=HEATER,HEATER_Kaz_B00I4UVGHO,$20.99,2017-05-29 00:00:00,5.0,perfect doesn't trip no fuse really small great for ur feet,Five Stars,https://www.amazon.com/Honeywell-HCE100-Ceramic-Portable-Mini-Heater/product-reviews/B00I4UVGHO/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,Amazon Customer,HEATER_Kaz_B00I4UVGHO_Amazon Customer_11_59, , ,AM, 
 ,Kaz,HEATER,"Color:Black
Heat Bud Ceramic Heater with Low Wattage, 250w, 2 Heat Settings, Cool Touch Housing for Personal Heating in small spaces.",https://images-na.ssl-images-amazon.com/images/I/71IEhfAC27L._SY450_.jpg,B00I4UVGHO,3.6,"Honeywell HCE100 Heat Bud Ceramic Portable-Mini Heater, Black",https://www.amazon.com/Honeywell-HCE100-Ceramic-Portable-Mini-Heater/dp/B00I4UVGHO/ref=sr_1_3?ie=UTF8&qid=1496322018&sr=8-3&keywords=HEATER,HEATER_Kaz_B00I4UVGHO,$20.99,2017-05-29 00:00:00,4.0,"Good small floor heater. Turns itself off if tips over. Winter months might require a larger heater, however.

SEJ",Honeywell HCE100 Heat Bud Ceramic Portable-Mini Kaz,https://www.amazon.com/Honeywell-HCE100-Ceramic-Portable-Mini-Heater/product-reviews/B00I4UVGHO/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,Amazon Customer,HEATER_Kaz_B00I4UVGHO_Amazon Customer_18_114, , ,AM, 
